paidparkingarea,hour_of_day,avg_occupancy,occupied_space_hours,target_space_hours,unsold_space_hours,spaces,n_blockfaces,revenue_per_posted_dollar
Uptown Triangle,18,0.1086,1.5349054830253115,13.006017975771787,11.479070896636884,16.257522469714733,10,1.53
Uptown Triangle,19,0.1083,1.5264082030935673,12.890205761316873,11.375875232055408,16.11275720164609,10,1.53
Westlake Ave N,9,0.2624,13.786219169644331,46.679736155852126,32.89672884312421,58.349670194815154,12,13.79
Westlake Ave N,10,0.3259,17.34240335305064,46.679736155852126,29.372519509789853,58.349670194815154,12,17.34
Westlake Ave N,11,0.3603,19.384890637343617,46.679736155852126,27.35148018977818,58.349670194815154,12,19.38
Westlake Ave N,12,0.3797,20.576237222689468,46.679736155852126,26.245353430135363,58.349670194815154,12,20.58
Westlake Ave N,13,0.3797,20.629307532292852,46.679736155852126,26.09659153181859,58.349670194815154,12,20.63
Westlake Ave N,14,0.3678,20.07813834874861,46.679736155852126,26.631989733890755,58.349670194815154,12,20.08
Westlake Ave N,15,0.3271,17.884351104012318,46.679736155852126,28.805072120408607,58.349670194815154,12,17.88
Westlake Ave N,16,0.0244,1.7560975609756098,57.6,55.84390243902439,72.0,1,1.76
