paidparkingarea,date,avg_occupancy_rate,peak_occupancy_rate,total_spaces,n_blockfaces
South Lake Union,2020-01-11,0.3147398792902327,1.0,9520.0,122
University District,2020-01-11,0.40378412237123373,1.0,4861.0,43
Uptown,2020-01-11,0.580479224762948,1.0,3882.0,40
Uptown Triangle,2020-01-11,0.5672024316050531,1.0,1040.0,10
12th Avenue,2020-01-13,0.3869383682960364,1.0,468.0,7
Ballard,2020-01-13,0.49460085069301163,1.0,3192.0,27
Belltown,2020-01-13,0.32469977313350684,1.0,11935.54918032787,132
Capitol Hill,2020-01-13,0.2744640345642452,1.0,3383.0,24
Cherry Hill,2020-01-13,0.16369266495362986,0.8888888888888888,516.0,4
Chinatown/ID,2020-01-13,0.30538021211396654,1.0,2658.0,39
Columbia City,2020-01-13,0.36808166434902545,1.0,516.0,6
Commercial Core,2020-01-13,0.3261646286949733,1.0,5294.098360655737,78
Denny Triangle,2020-01-13,0.33756910377246047,1.0,2958.4836065573772,51
First Hill,2020-01-13,0.137091991195945,1.0,5616.0,74
Fremont,2020-01-13,0.39018082215079763,1.0,540.9672131147541,6
Green Lake,2020-01-13,0.4558799687966354,1.0,810.0,13
Pike-Pine,2020-01-13,0.35185647244737767,1.0,5050.0,54
Pioneer Square,2020-01-13,0.3281077630832523,1.0,2317.6373626373625,39
Roosevelt,2020-01-13,0.3160292742237187,1.0,559.0,6
South Lake Union,2020-01-13,0.2551567993930067,1.0,9838.749417271869,124
University District,2020-01-13,0.3548627146039347,1.0,4932.213114754099,44
Uptown,2020-01-13,0.41744254934729813,1.0,3660.0,38
Uptown Triangle,2020-01-13,0.4905655688798272,1.0,1040.0,10
Westlake Ave N,2020-01-13,0.3770440142044995,1.0,2453.5,12
12th Avenue,2020-01-14,0.3311812406586566,1.0,468.0,7
Ballard,2020-01-14,0.4983575060509974,1.0,3192.0,27
Ballard Locks,2020-01-14,0.03347222222222222,0.08333333333333333,120.0,1
Belltown,2020-01-14,0.3201313105494274,1.0,11870.483606557376,132
Capitol Hill,2020-01-14,0.299209604649242,1.0,3383.0,24
Cherry Hill,2020-01-14,0.17937525843227597,1.0,516.0,4
Chinatown/ID,2020-01-14,0.2802303434053843,1.0,2634.0,38
Columbia City,2020-01-14,0.31192384004884005,1.0,516.0,6
Commercial Core,2020-01-14,0.33201131118630095,1.0,5326.536585365854,78
Denny Triangle,2020-01-14,0.3702319835856796,1.0,2998.5,51
First Hill,2020-01-14,0.1335899430117404,1.0,5698.877473363775,74
Fremont,2020-01-14,0.4276969795137687,1.0,540.9672131147541,6
Green Lake,2020-01-14,0.3944442536630036,1.0,810.0,13
Pike-Pine,2020-01-14,0.3659984654471618,1.0,5097.0,55
Pioneer Square,2020-01-14,0.33121628301833045,1.0,2289.3319194061505,39
Roosevelt,2020-01-14,0.28363028432472875,1.0,559.0,6
South Lake Union,2020-01-14,0.25141612032171445,1.0,9712.648244958924,124
University District,2020-01-14,0.38512126913189465,1.0,4932.081967213115,44
Uptown,2020-01-14,0.36546665511640253,1.0,3865.0,41
Uptown Triangle,2020-01-14,0.4021837105397208,1.0,1040.0,10
Westlake Ave N,2020-01-14,0.34083296444257905,0.9714285714285714,2453.5,12
12th Avenue,2020-01-15,0.37979957901964206,1.0,468.0,7
Ballard,2020-01-15,0.5515619196174024,1.0,3198.0,27
Ballard Locks,2020-01-15,0.008472222222222221,0.08333333333333333,120.0,1
Belltown,2020-01-15,0.34953162262346915,1.0,11958.319672131147,132
Capitol Hill,2020-01-15,0.32043321414854214,1.0,3383.0,24
Cherry Hill,2020-01-15,0.12766065257841572,0.6666666666666666,516.0,4
Chinatown/ID,2020-01-15,0.3220879719680415,1.0,2682.0,39
Columbia City,2020-01-15,0.43945575707728485,1.0,516.0,6
Commercial Core,2020-01-15,0.3600903355242645,1.0,5273.318378737161,77
Denny Triangle,2020-01-15,0.383239199925291,1.0,3019.401639344262,51
First Hill,2020-01-15,0.12854527131387922,1.0,5555.650273224043,71
Fremont,2020-01-15,0.41809597072771093,1.0,540.9672131147541,6
Green Lake,2020-01-15,0.4707735975444308,1.0,810.0,13
Pike-Pine,2020-01-15,0.4224588680166884,1.0,5091.0,55
Pioneer Square,2020-01-15,0.3694826066153858,1.0,2240.0,38
Roosevelt,2020-01-15,0.3570985316124205,1.0,559.0,6
South Lake Union,2020-01-15,0.27722919964337656,1.0,10083.180327868853,126
University District,2020-01-15,0.37857531065965294,1.0,4932.081967213115,44
Uptown,2020-01-15,0.4477579267906534,1.0,3832.0,40
Uptown Triangle,2020-01-15,0.499771696802771,1.0,1040.0,10
Westlake Ave N,2020-01-15,0.4174605433559325,1.0,2453.5,12
12th Avenue,2020-01-16,0.5210617558989408,1.0,468.0,7
Ballard,2020-01-16,0.6227466701509509,1.0,3198.0,27
Belltown,2020-01-16,0.4366030239643326,1.0,12074.401639344262,134
Capitol Hill,2020-01-16,0.3951597575014101,1.0,3306.0,24
Cherry Hill,2020-01-16,0.15211609885403746,0.8888888888888888,516.0,4
Chinatown/ID,2020-01-16,0.3819216976338436,1.0,2658.0,39
Columbia City,2020-01-16,0.5453130652783431,1.0,516.0,6
Commercial Core,2020-01-16,0.37050517040895725,1.0,5257.601092896175,77
Denny Triangle,2020-01-16,0.408438432656783,1.0,3090.467213114754,53
First Hill,2020-01-16,0.15006277752711586,1.0,6102.0,78
Fremont,2020-01-16,0.5373883353846589,1.0,541.0,6
Green Lake,2020-01-16,0.5634401285442951,1.0,810.0,13
Pike-Pine,2020-01-16,0.5098075582126934,1.0,5097.0,55
Pioneer Square,2020-01-16,0.4045388758737652,1.0,2273.0,39
Roosevelt,2020-01-16,0.5230522820800599,1.0,559.0,6
South Lake Union,2020-01-16,0.337068660508042,1.0,9989.213114754099,126
University District,2020-01-16,0.4691828261933828,1.0,4932.213114754099,44
Uptown,2020-01-16,0.5267277820973287,1.0,3853.0,41
Uptown Triangle,2020-01-16,0.6215101456230613,1.0,1040.0,10
Westlake Ave N,2020-01-16,0.4579103787182742,1.0,2453.5,12
12th Avenue,2020-01-17,0.49650383871497317,1.0,468.0,7
Ballard,2020-01-17,0.6661076567668249,1.0,3192.0,27
Belltown,2020-01-17,0.45428170281987734,1.0,12022.850914136146,133
Capitol Hill,2020-01-17,0.4712164002456476,1.0,3306.0,24
Cherry Hill,2020-01-17,0.13097181611435996,0.6666666666666666,516.0,4
Chinatown/ID,2020-01-17,0.45700872430039097,1.0,2658.0,39
Columbia City,2020-01-17,0.5488352439741329,1.0,516.0,6
Commercial Core,2020-01-17,0.4035617225334129,1.0,5279.57356385177,77
Denny Triangle,2020-01-17,0.4111518039572362,1.0,3020.401639344262,52
First Hill,2020-01-17,0.17300843611434621,1.0,6078.0,77
Fremont,2020-01-17,0.5390323976812947,1.0,541.0,6
Green Lake,2020-01-17,0.6274521562542396,1.0,810.0,13
Pike-Pine,2020-01-17,0.5489710365242486,1.0,5094.0,55
Pioneer Square,2020-01-17,0.4574548671031549,1.0,2263.0,39
Roosevelt,2020-01-17,0.5002560325476992,1.0,559.0,6
South Lake Union,2020-01-17,0.32529305119784574,1.0,10086.11475409836,128
University District,2020-01-17,0.464809229951547,1.0,4932.0,44
Uptown,2020-01-17,0.5497446005433977,1.0,3832.0,40
Uptown Triangle,2020-01-17,0.6745482373740685,1.0,1040.0,10
Westlake Ave N,2020-01-17,0.4352578219016293,1.0,2453.5,12
12th Avenue,2020-01-18,0.4488848691185876,1.0,468.0,7
Ballard,2020-01-18,0.7196124221929492,1.0,3198.0,27
Ballard Locks,2020-01-18,0.016805555555555553,0.08333333333333333,120.0,1
Belltown,2020-01-18,0.49500924001366836,1.0,12108.0,134
Capitol Hill,2020-01-18,0.5121460600099318,1.0,3304.0,24
Cherry Hill,2020-01-18,0.06493618568728217,0.4444444444444444,516.0,4
Chinatown/ID,2020-01-18,0.5980980349489703,1.0,2682.0,39
Columbia City,2020-01-18,0.6672103231131009,1.0,516.0,6
Commercial Core,2020-01-18,0.4624551019770037,1.0,5838.0,78
Denny Triangle,2020-01-18,0.491069393891314,1.0,3174.0,53
First Hill,2020-01-18,0.1699795830410592,1.0,6198.0,79
Fremont,2020-01-18,0.5635941464127739,1.0,540.0,6
Green Lake,2020-01-18,0.670147495251662,1.0,810.0,13
Pike-Pine,2020-01-18,0.641860400952167,1.0,5117.0,55
Pioneer Square,2020-01-18,0.34697145108145494,1.0,2515.0,38
Roosevelt,2020-01-18,0.6437083800972689,1.0,558.0,6
South Lake Union,2020-01-18,0.3165190320674833,1.0,9920.0,126
University District,2020-01-18,0.4204655862245526,1.0,4951.0,44
Uptown,2020-01-18,0.6653124624183875,1.0,3882.0,40
Uptown Triangle,2020-01-18,0.6998356334013622,1.0,1040.0,10
12th Avenue,2020-01-21,0.49244285427846346,1.0,468.0,7
Ballard,2020-01-21,0.5642713628063488,1.0,3354.0,28
Belltown,2020-01-21,0.45680249522137717,1.0,11972.852459016394,133
Capitol Hill,2020-01-21,0.42328515006401934,1.0,3306.0,24
Cherry Hill,2020-01-21,0.14270141104022682,0.8888888888888888,516.0,4
Chinatown/ID,2020-01-21,0.3822383329650381,1.0,2682.0,39
Columbia City,2020-01-21,0.4591575091575091,1.0,516.0,6
Commercial Core,2020-01-21,0.33705292044066243,1.0,5436.418032786885,79
Denny Triangle,2020-01-21,0.40647592087858064,1.0,3072.401639344262,52
First Hill,2020-01-21,0.16373370868772874,1.0,5939.895522388059,77
Fremont,2020-01-21,0.536739618633001,1.0,540.9672131147541,6
Green Lake,2020-01-21,0.513103717270384,1.0,810.0,13
Pike-Pine,2020-01-21,0.46293554499977585,1.0,5094.0,55
Pioneer Square,2020-01-21,0.46049947074494746,1.0,2318.0,39
Roosevelt,2020-01-21,0.5231771417882529,1.0,559.0,6
South Lake Union,2020-01-21,0.33915759436135595,1.0,9990.901639344262,128
University District,2020-01-21,0.45562762118581884,1.0,4932.0,44
Uptown,2020-01-21,0.5026761328442512,1.0,3836.0,40
Uptown Triangle,2020-01-21,0.552907542206775,1.0,1040.0,10
Westlake Ave N,2020-01-21,0.4784989755933908,1.0,2453.5,12
12th Avenue,2020-01-22,0.5260214053570146,1.0,468.0,7
Ballard,2020-01-22,0.5819124193566976,1.0,3348.0,28
Belltown,2020-01-22,0.4428436731295068,1.0,12002.04918032787,133
Capitol Hill,2020-01-22,0.4205744619656788,1.0,3306.0,24
Cherry Hill,2020-01-22,0.1434600020674582,0.6666666666666666,516.0,4
Chinatown/ID,2020-01-22,0.3919713622658989,1.0,2658.0,39
Columbia City,2020-01-22,0.5063281497309275,1.0,516.0,6
Commercial Core,2020-01-22,0.3494142863272971,1.0,5390.368852459016,79
Denny Triangle,2020-01-22,0.41478739236031503,1.0,2991.9836065573772,51
First Hill,2020-01-22,0.17229326309135093,1.0,5964.0,77
Fremont,2020-01-22,0.5637839581895955,1.0,540.9672131147541,6
Green Lake,2020-01-22,0.577427503052503,1.0,810.0,13
Pike-Pine,2020-01-22,0.49270385460001787,1.0,5094.0,55
Pioneer Square,2020-01-22,0.45555693142947357,1.0,2282.0,39
Roosevelt,2020-01-22,0.4692611298166854,1.0,559.0,6
South Lake Union,2020-01-22,0.3469677941290458,1.0,9671.95081967213,123
University District,2020-01-22,0.46006258954481816,1.0,4932.213114754099,44
Uptown,2020-01-22,0.5269061490245402,1.0,3844.0,41
Uptown Triangle,2020-01-22,0.5726519901785246,1.0,1040.0,10
Westlake Ave N,2020-01-22,0.46558629111979905,1.0,2453.5,12
12th Avenue,2020-01-23,0.5038226818505179,1.0,468.0,7
Ballard,2020-01-23,0.604723194451494,1.0,3348.0,28
Ballard Locks,2020-01-23,0.008472222222222221,0.08333333333333333,120.0,1
Belltown,2020-01-23,0.4401669278698896,1.0,11995.11475409836,133
Capitol Hill,2020-01-23,0.40510980481152087,1.0,3306.0,24
Cherry Hill,2020-01-23,0.11208124741567722,0.4444444444444444,516.0,4
Chinatown/ID,2020-01-23,0.3775978983979759,1.0,2658.0,39
Columbia City,2020-01-23,0.4894235008818342,1.0,516.0,6
Commercial Core,2020-01-23,0.3755548392259996,1.0,5418.049180327869,78
Denny Triangle,2020-01-23,0.4121579847642195,1.0,2990.9508196721313,51
First Hill,2020-01-23,0.17831480053037038,1.0,5946.0,77
Fremont,2020-01-23,0.5332878755458412,1.0,541.0,6
Green Lake,2020-01-23,0.5856336275607108,1.0,810.0,13
Pike-Pine,2020-01-23,0.5088933203643999,1.0,5094.0,55
Pioneer Square,2020-01-23,0.4260799246080901,1.0,2304.0,39
Roosevelt,2020-01-23,0.4793254622583009,1.0,558.983606557377,6
South Lake Union,2020-01-23,0.338378634612201,1.0,10189.196721311475,128
University District,2020-01-23,0.47790258799574864,1.0,4932.131147540984,44
Uptown,2020-01-23,0.5268845317105422,1.0,3841.0,40
Uptown Triangle,2020-01-23,0.5989464066198081,1.0,1040.0,10
Westlake Ave N,2020-01-23,0.5022546036038124,1.0,2453.5,12
12th Avenue,2020-01-24,0.44308322901810293,1.0,468.0,7
Ballard,2020-01-24,0.630835623892112,1.0,3402.0,28
Belltown,2020-01-24,0.444005941886462,1.0,11988.918032786885,133
Capitol Hill,2020-01-24,0.44642446766249677,1.0,3320.0,24
Cherry Hill,2020-01-24,0.13997790404040403,0.6666666666666666,516.0,4
Chinatown/ID,2020-01-24,0.48168128576798136,1.0,2658.0,39
Columbia City,2020-01-24,0.5893075128318184,1.0,516.0,6
Commercial Core,2020-01-24,0.3775435103572334,1.0,5441.483606557377,79
Denny Triangle,2020-01-24,0.40838560782346384,1.0,3081.532786885246,52
First Hill,2020-01-24,0.19501810234681743,1.0,5982.0,77
Fremont,2020-01-24,0.5412336014112975,1.0,540.9672131147541,6
Green Lake,2020-01-24,0.6208023207502374,1.0,810.0,13
Pike-Pine,2020-01-24,0.5431730903831234,1.0,5118.0,55
Pioneer Square,2020-01-24,0.44468288945139645,1.0,2294.0,39
Roosevelt,2020-01-24,0.5532945192667414,1.0,559.0,6
South Lake Union,2020-01-24,0.33942757620636005,1.0,10125.295081967213,127
University District,2020-01-24,0.4774988784306909,1.0,4932.213114754099,44
Uptown,2020-01-24,0.5257978499954012,1.0,3856.0,40
Uptown Triangle,2020-01-24,0.6551071132500161,1.0,1040.0,10
Westlake Ave N,2020-01-24,0.4598864993669637,1.0,2453.5,12
12th Avenue,2020-01-25,0.57195191324393,1.0,468.0,7
Ballard,2020-01-25,0.712405933207716,1.0,3354.0,28
Ballard Locks,2020-01-25,0.008472222222222221,0.08333333333333333,120.0,1
Belltown,2020-01-25,0.4459473826278442,1.0,12096.0,134
Capitol Hill,2020-01-25,0.5366379776119781,1.0,3304.0,24
Cherry Hill,2020-01-25,0.061304473831886114,0.6666666666666666,516.0,4
Chinatown/ID,2020-01-25,0.6809446202748428,1.0,2682.0,39
Columbia City,2020-01-25,0.6863883094785872,1.0,516.0,6
Commercial Core,2020-01-25,0.43785621088906346,1.0,5772.0,78
Denny Triangle,2020-01-25,0.4846382785589427,1.0,3079.0,51
First Hill,2020-01-25,0.16733374978188872,1.0,5986.516240098715,77
Fremont,2020-01-25,0.558078548970093,1.0,540.0,6
Green Lake,2020-01-25,0.7493712903608737,1.0,810.0,13
Pike-Pine,2020-01-25,0.6450258672689063,1.0,5138.0,55
Pioneer Square,2020-01-25,0.4003181706530197,1.0,2485.0,38
Roosevelt,2020-01-25,0.617571782641227,1.0,558.0,6
South Lake Union,2020-01-25,0.3202178249634748,1.0,9750.0,126
University District,2020-01-25,0.40658247932413843,1.0,4945.0,44
Uptown,2020-01-25,0.6295083667937929,1.0,3882.0,40
Uptown Triangle,2020-01-25,0.5859784765774105,1.0,1058.0,10
12th Avenue,2020-01-27,0.48653839954785333,1.0,468.0,7
Ballard,2020-01-27,0.5660080415120838,1.0,3354.0,28
Belltown,2020-01-27,0.4358866096379454,1.0,12052.95081967213,133
Capitol Hill,2020-01-27,0.43161172340947057,1.0,3306.0,24
Cherry Hill,2020-01-27,0.1665656011873117,1.0,516.0,4
Chinatown/ID,2020-01-27,0.3870580774034666,1.0,2658.0,39
Columbia City,2020-01-27,0.4432224893162393,1.0,516.0,6
Commercial Core,2020-01-27,0.3618900700218461,1.0,5345.450819672131,78
Denny Triangle,2020-01-27,0.39427919107650994,1.0,3032.401639344262,52
First Hill,2020-01-27,0.1683448700913238,1.0,5897.857142857143,75
Fremont,2020-01-27,0.5062996810515192,1.0,540.9672131147541,6
Green Lake,2020-01-27,0.6127168125084792,1.0,810.0,13
Pike-Pine,2020-01-27,0.4723463151645466,1.0,5115.0,55
Pioneer Square,2020-01-27,0.38005285456435006,1.0,2284.0,39
Roosevelt,2020-01-27,0.48025439580995133,1.0,559.0,6
South Lake Union,2020-01-27,0.31658461656977055,1.0,9915.295081967213,125
University District,2020-01-27,0.4451594902265544,1.0,4932.213114754099,44
Uptown,2020-01-27,0.5126008556298538,1.0,3853.0,41
Uptown Triangle,2020-01-27,0.5937814498516544,1.0,1040.0,10
Westlake Ave N,2020-01-27,0.46846523896937253,1.0,2453.5,12
12th Avenue,2020-01-28,0.5377806699602918,1.0,468.0,7
Ballard,2020-01-28,0.6108044723746936,1.0,3384.0,28
Belltown,2020-01-28,0.4285814432271292,1.0,11973.0,133
Capitol Hill,2020-01-28,0.40402007727648936,1.0,3306.0,24
Cherry Hill,2020-01-28,0.19778438626026343,0.8,522.0,4
Chinatown/ID,2020-01-28,0.3282392535192309,1.0,2682.0,39
Columbia City,2020-01-28,0.4695918054424999,1.0,516.0,6
Commercial Core,2020-01-28,0.34521269303428115,1.0,5411.9672131147545,79
Denny Triangle,2020-01-28,0.407384563407568,1.0,3008.4836065573772,52
First Hill,2020-01-28,0.16805640292504354,1.0,6167.220528297993,78
Fremont,2020-01-28,0.5404904613360496,1.0,541.0,6
Green Lake,2020-01-28,0.5883731854565187,1.0,810.0,13
Pike-Pine,2020-01-28,0.48615352922877103,1.0,5118.0,55
Pioneer Square,2020-01-28,0.41996611840579934,1.0,2303.0,39
Roosevelt,2020-01-28,0.408745557426113,1.0,559.0,6
South Lake Union,2020-01-28,0.32505410736142576,1.0,9667.04918032787,124
University District,2020-01-28,0.45218000500379424,1.0,4932.131147540984,44
Uptown,2020-01-28,0.5247332518999818,1.0,3832.0,40
Uptown Triangle,2020-01-28,0.5927406163742481,1.0,1040.0,10
Westlake Ave N,2020-01-28,0.5090536694215219,1.0,2453.5,12
12th Avenue,2020-01-29,0.5892652050136293,1.0,468.0,7
Ballard,2020-01-29,0.6163306746453242,1.0,3390.0,28
Ballard Locks,2020-01-29,0.004305555555555555,0.08333333333333333,120.0,1
Belltown,2020-01-29,0.47009195962910577,1.0,11966.95081967213,133
Capitol Hill,2020-01-29,0.44086998063564065,1.0,3306.0,24
Cherry Hill,2020-01-29,0.210384971793963,0.8181818181818182,522.0,4
Chinatown/ID,2020-01-29,0.3746895523537573,1.0,2646.0,38
Columbia City,2020-01-29,0.5369209429973318,1.0,516.0,6
Commercial Core,2020-01-29,0.3763777231607943,1.0,5404.549180327869,79
Denny Triangle,2020-01-29,0.42254381998089247,1.0,2997.0,52
First Hill,2020-01-29,0.18833686763788748,1.0,6102.0,77
Fremont,2020-01-29,0.6263170754898696,1.0,540.9672131147541,6
Green Lake,2020-01-29,0.601260959333876,1.0,810.0,13
Pike-Pine,2020-01-29,0.5325912904133615,1.0,5115.0327868852455,55
Pioneer Square,2020-01-29,0.4789466423693745,1.0,2284.0,39
Roosevelt,2020-01-29,0.47691661990273104,1.0,559.0,6
South Lake Union,2020-01-29,0.3386217056962463,1.0,10054.441370671631,128
University District,2020-01-29,0.4766864700296957,1.0,4932.213114754099,44
Uptown,2020-01-29,0.5826154589709369,1.0,3841.0,40
Uptown Triangle,2020-01-29,0.6615120926293561,1.0,1040.0,10
Westlake Ave N,2020-01-29,0.47626622156309284,1.0,2453.5,12
12th Avenue,2020-01-30,0.5129517629701453,1.0,468.0,7
Ballard,2020-01-30,0.5695370678656041,1.0,3390.0,28
Ballard Locks,2020-01-30,0.016805555555555553,0.08333333333333333,120.0,1
Belltown,2020-01-30,0.43294048739563473,1.0,12019.065573770491,133
Capitol Hill,2020-01-30,0.43919609466514437,1.0,3306.0,24
Cherry Hill,2020-01-30,0.13928545321637428,0.631578947368421,522.0,4
Chinatown/ID,2020-01-30,0.38888367217760705,1.0,2622.0,38
Columbia City,2020-01-30,0.5166471292339349,1.0,516.0,6
Commercial Core,2020-01-30,0.37451382483662204,1.0,5355.983606557377,77
Denny Triangle,2020-01-30,0.4163584168278873,1.0,3097.4508196721313,53
First Hill,2020-01-30,0.1775191805139382,1.0,5952.0,75
Fremont,2020-01-30,0.54603753046155,1.0,540.9672131147541,6
Green Lake,2020-01-30,0.5801422169651337,1.0,810.0,13
Pike-Pine,2020-01-30,0.5091726584951585,1.0,5118.0,55
Pioneer Square,2020-01-30,0.4510394310842737,1.0,2274.0,39
Roosevelt,2020-01-30,0.4437817994762439,1.0,559.0,6
South Lake Union,2020-01-30,0.33132346182165356,1.0,9887.286477999665,125
University District,2020-01-30,0.474765854056692,1.0,4932.081967213115,44
Uptown,2020-01-30,0.5617006038926057,1.0,3841.0,40
Uptown Triangle,2020-01-30,0.7037092744780086,1.0,1040.0,10
Westlake Ave N,2020-01-30,0.4821345842283415,1.0,2453.5,12
12th Avenue,2020-01-31,0.4870766746869688,1.0,468.0,7
Ballard,2020-01-31,0.6350575939038807,1.0,3354.0,28
Belltown,2020-01-31,0.42779542308870433,1.0,12105.04918032787,134
Capitol Hill,2020-01-31,0.43870786257668487,1.0,3306.0,24
Cherry Hill,2020-01-31,0.10508696246086596,0.8888888888888888,516.0,4
Chinatown/ID,2020-01-31,0.42121502766555763,1.0,2658.0,39
Columbia City,2020-01-31,0.5769196852530185,1.0,516.0,6
Commercial Core,2020-01-31,0.37524331556431095,1.0,5411.549180327869,78
Denny Triangle,2020-01-31,0.41717400723968173,1.0,3019.4180327868853,51
First Hill,2020-01-31,0.16575342806792823,1.0,6022.711108158384,76
Fremont,2020-01-31,0.57132064399834,1.0,541.0,6
Green Lake,2020-01-31,0.5625242292429793,1.0,810.0,13
Pike-Pine,2020-01-31,0.5711947379906719,1.0,5031.0,54
Pioneer Square,2020-01-31,0.42946287919175247,1.0,2287.0,39
Roosevelt,2020-01-31,0.5339859240553685,1.0,559.0,6
South Lake Union,2020-01-31,0.3087726228751556,1.0,10134.772091824974,129
University District,2020-01-31,0.46364424739452464,1.0,4932.131147540984,44
Uptown,2020-01-31,0.5426577540298583,1.0,3845.0,40
Uptown Triangle,2020-01-31,0.6316244519428662,1.0,1040.0,10
Westlake Ave N,2020-01-31,0.40397654160440893,1.0,2453.5,12
12th Avenue,2020-02-01,0.5434236226541899,1.0,468.0,7
Ballard,2020-02-01,0.7222792410797975,1.0,3354.0,28
Ballard Locks,2020-02-01,0.008472222222222221,0.08333333333333333,120.0,1
Belltown,2020-02-01,0.47177051639203627,1.0,12120.0,134
Capitol Hill,2020-02-01,0.5480036763814194,1.0,3304.0,24
Cherry Hill,2020-02-01,0.05536828445271427,0.4444444444444444,516.0,4
Chinatown/ID,2020-02-01,0.562213069766698,1.0,2682.0,39
Columbia City,2020-02-01,0.7163163707434541,1.0,516.0,6
Commercial Core,2020-02-01,0.4373106091241775,1.0,5826.0,78
Denny Triangle,2020-02-01,0.5019552931034379,1.0,3209.0,53
First Hill,2020-02-01,0.19584589123512514,1.0,6107.13829787234,77
Fremont,2020-02-01,0.5435660349998586,1.0,540.0,6
Green Lake,2020-02-01,0.7495584257563425,1.0,810.0,13
Pike-Pine,2020-02-01,0.6629460276779393,1.0,5138.0,55
Pioneer Square,2020-02-01,0.38401241555653326,1.0,2405.0,37
Roosevelt,2020-02-01,0.6494855967078189,1.0,558.0,6
South Lake Union,2020-02-01,0.3466412145551037,1.0,9813.0,125
University District,2020-02-01,0.43529435912260733,1.0,4945.0,44
Uptown,2020-02-01,0.598642783462798,1.0,3894.0,41
Uptown Triangle,2020-02-01,0.6301169765561709,1.0,1040.0,10
12th Avenue,2020-02-03,0.44030621329728475,1.0,468.0,7
Ballard,2020-02-03,0.5585485708099743,1.0,3348.0,28
Belltown,2020-02-03,0.4056245715046247,1.0,11948.598360655738,132
Capitol Hill,2020-02-03,0.37190964692425704,1.0,3306.0,24
Cherry Hill,2020-02-03,0.13869857197708074,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-03,0.3429480488829303,1.0,2658.0,39
Columbia City,2020-02-03,0.4774010197621309,1.0,516.0,6
Commercial Core,2020-02-03,0.3640269931167237,1.0,5340.368852459016,78
Denny Triangle,2020-02-03,0.4078100851691423,1.0,3020.5,52
First Hill,2020-02-03,0.15520920831470994,1.0,5844.0,75
Fremont,2020-02-03,0.4668803419936999,1.0,541.0,6
Green Lake,2020-02-03,0.5537767941934608,1.0,810.0,13
Pike-Pine,2020-02-03,0.44164761871493075,1.0,5112.0,55
Pioneer Square,2020-02-03,0.4050682477600868,1.0,2215.0,38
Roosevelt,2020-02-03,0.3808050411522633,1.0,559.0,6
South Lake Union,2020-02-03,0.29814675584926953,1.0,10082.144063586686,127
University District,2020-02-03,0.4191531357509973,1.0,4932.131147540984,44
Uptown,2020-02-03,0.4636152737020662,1.0,3844.0,41
Uptown Triangle,2020-02-03,0.5854282881275208,1.0,1040.0,10
Westlake Ave N,2020-02-03,0.44568362004758344,1.0,2453.5,12
12th Avenue,2020-02-04,0.467358234960651,1.0,468.0,7
Ballard,2020-02-04,0.5838234327301691,1.0,3402.0,28
Belltown,2020-02-04,0.4243563596653096,1.0,12061.983606557376,134
Capitol Hill,2020-02-04,0.41714963205725764,1.0,3306.0,24
Cherry Hill,2020-02-04,0.1337438714631697,0.6666666666666666,516.0,4
Chinatown/ID,2020-02-04,0.34894157523326286,1.0,2658.0,39
Columbia City,2020-02-04,0.4455777215325826,1.0,516.0,6
Commercial Core,2020-02-04,0.344250274732769,1.0,5426.5,79
Denny Triangle,2020-02-04,0.3723537028280638,1.0,3082.532786885246,53
First Hill,2020-02-04,0.15705275060767313,1.0,6150.0,78
Fremont,2020-02-04,0.5562358264012676,1.0,541.0,6
Green Lake,2020-02-04,0.5332766924433592,1.0,810.0,13
Pike-Pine,2020-02-04,0.47298634035707127,1.0,5115.0,55
Pioneer Square,2020-02-04,0.48285968109358984,1.0,2220.0,38
Roosevelt,2020-02-04,0.4287609895248784,1.0,559.0,6
South Lake Union,2020-02-04,0.3109183300371315,1.0,10135.234365513053,128
University District,2020-02-04,0.4665200401671144,1.0,4932.131147540984,44
Uptown,2020-02-04,0.47839514506161446,1.0,3832.0,40
Uptown Triangle,2020-02-04,0.5994744501543734,1.0,1040.0,10
Westlake Ave N,2020-02-04,0.46027252957285514,1.0,2453.5,12
12th Avenue,2020-02-05,0.4481662547497631,1.0,468.0,7
Ballard,2020-02-05,0.5838769454520604,1.0,3354.0,28
Ballard Locks,2020-02-05,0.02944444444444444,0.16666666666666666,120.0,1
Belltown,2020-02-05,0.4343209035643397,1.0,12020.803278688525,132
Capitol Hill,2020-02-05,0.4061364864191215,1.0,3306.0,24
Cherry Hill,2020-02-05,0.12985271206214188,0.8888888888888888,516.0,4
Chinatown/ID,2020-02-05,0.3601785295520108,1.0,2658.0,39
Columbia City,2020-02-05,0.4862588960679239,1.0,516.0,6
Commercial Core,2020-02-05,0.36007907756485963,1.0,5338.549180327869,78
Denny Triangle,2020-02-05,0.3891580903495249,1.0,3093.934426229508,52
First Hill,2020-02-05,0.13762378634069916,1.0,6048.0,78
Fremont,2020-02-05,0.5048646322359558,1.0,540.9672131147541,6
Green Lake,2020-02-05,0.5711789869081536,1.0,810.0,13
Pike-Pine,2020-02-05,0.4743018129411338,1.0,5115.0,55
Pioneer Square,2020-02-05,0.4116762377466222,1.0,2188.0,36
