blockfacename,paidparkingarea,paidparkingsubarea,lat,lon,spaces,time_limit,n_meters
EASTLAKE AVE BETWEEN HOWELL ST AND DENNY LOWER WAY,Denny Triangle,North,47.61818495,-122.32926153,5,240.0,1
EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,South Lake Union,North,47.6273401,-122.32936627,9,600.0,1
EASTLAKE AVE E BETWEEN DENNY LOWER WAY AND STEWART ST,South Lake Union,South,47.61913534,-122.32925328,12,600.0,1
EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,South Lake Union,North,47.631310279999994,-122.32669730500001,25,600.0,2
EASTLAKE AVE E BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62252079,-122.32927427,10,120.0,1
EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST,South Lake Union,North,47.62599666,-122.32935349,12,120.0,1
EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,South Lake Union,North,47.629631090000004,-122.328662375,28,600.0,2
EASTLAKE AVE E BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,South,47.62369838,-122.32928164,4,120.0,1
EASTLAKE AVE E BETWEEN STEWART ST AND THOMAS ST,South Lake Union,South,47.62021914,-122.32926393,14,120.0,1
EASTLAKE AVE E BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.6213762,-122.32922659,9,120.0,1
EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,South Lake Union,North,47.62823632,-122.32938631,10,600.0,1
ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Belltown,North,47.613063625,-122.34995914000001,12,240.0,2
ELLIOTT AVE BETWEEN BAY ST AND W DENNY WAY,Belltown,North,47.61795877,-122.35741674,4,30.0,1
ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Belltown,North,47.612398625,-122.34882895,15,240.0,2
ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,North,47.61478184,-122.35269231,9,240.0,1
ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,Belltown,North,47.615302314999994,-122.35373960499999,16,240.0,2
ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,Belltown,South,47.611444655,-122.345828085,12,120.0,2
ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,Belltown,North,47.614195755,-122.35186163,11,240.0,2
ELLIOTT AVE BETWEEN WALL ST AND VINE ST,Belltown,North,47.61363912,-122.350925955,17,240.0,2
ELLIOTT AVE W BETWEEN W DENNY WAY AND ELLIOTT ER AVE W,Uptown,,47.61931383,-122.35917764,1,30.0,1
EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,Fremont,,47.650279955,-122.35129688,15,120.0,2
EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,Fremont,,47.651032015,-122.351305035,5,120.0,2
FAIRVIEW AVE E BETWEEN E GARFIELD ST AND E BLAINE ST,South Lake Union,North,47.63436135,-122.32687003,4,240.0,1
FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,South,47.61911853,-122.33419318,3,120.0,1
FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62261088,-122.33443905,15,120.0,1
FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.62024125,-122.33419944,13,600.0,1
FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.62141325,-122.334317615,26,600.0,2
FAIRVIEW NR AVE N BETWEEN YALE AVE N AND DEAD END,South Lake Union,North,47.62923993,-122.33049132,23,120.0,1
FREMONT AVE N BETWEEN FREMONT PL N AND N 36TH ST,Fremont,,47.650938735,-122.34989404,6,120.0,2
FREMONT PL N BETWEEN FREMONT AVE N AND N 36TH ST,Fremont,,47.65102833,-122.35055557,5,120.0,1
HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,South,47.62204602,-122.340428445,11,600.0,2
HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,South,47.62204378,-122.33913624499999,10,120.0,2
HARRISON ST BETWEEN AURORA AVE N AND DEXTER AVE N,South Lake Union,South,47.62214055,-122.34302665,6,600.0,1
HARRISON ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,South Lake Union,South,47.62209926,-122.33513202,8,600.0,1
HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,South,47.62205344,-122.34169417999999,10,600.0,2
HARRISON ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,South,47.62205537,-122.33364073,4,120.0,1
HARRISON ST BETWEEN MINOR AVE N AND PONTIUS AVE N,South Lake Union,South,47.621969504999996,-122.332366435,15,120.0,2
HARRISON ST BETWEEN PONTIUS AVE N AND YALE AVE N,South Lake Union,South,47.62196995,-122.33107625,11,120.0,2
HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,South,47.622038765,-122.337779375,5,120.0,2
HARRISON ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,South,47.62192424,-122.329809,10,120.0,1
HARVARD AVE BETWEEN BROADWAY AND SPRING ST,First Hill,,47.61172363,-122.32110205,4,120.0,1
HARVARD AVE BETWEEN E OLIVE ST AND E HOWELL ST,Capitol Hill,South,47.61694224,-122.32205635,1,30.0,1
HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,Pike-Pine,,47.614674859999994,-122.322120885,22,120.0,2
HARVARD AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,South,47.61584917,-122.32203862,12,120.0,1
HARVARD AVE BETWEEN SPRING ST AND SENECA ST,First Hill,,47.6122992,-122.32172431000001,10,120.0,2
HOWELL ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,North,47.615173105,-122.332721365,20,240.0,2
HOWELL ST BETWEEN BOREN AVE AND MINOR AVE,Denny Triangle,North,47.61655931,-122.33105726,5,240.0,1
HOWELL ST BETWEEN MINOR AVE AND YALE AVE,Denny Triangle,North,47.61721619,-122.3302179,3,240.0,1
HOWELL ST BETWEEN TERRY AVE AND BOREN AVE,Denny Triangle,North,47.615839435,-122.331865395,17,240.0,2
HOWELL ST BETWEEN YALE AVE AND EASTLAKE AVE,Denny Triangle,North,47.61771697,-122.329559,4,240.0,1
HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,First Hill,,47.6121682,-122.32995858,10,120.0,1
HUBBELL PL BETWEEN UNIVERSITY ST AND 9TH AVE,First Hill,,47.61057752,-122.33064935,13,120.0,1
JAMES ST BETWEEN 2ND AVE AND 3RD AVE,Pioneer Square,Core,47.60254385,-122.33194850999999,9,120.0,2
JAMES ST BETWEEN YESLER WAY AND 2ND AVE,Pioneer Square,Core,47.602086565,-122.333040155,14,120.0,2
JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Financial,47.6027045,-122.32904642,16,120.0,1
JEFFERSON ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Financial,47.60317496,-122.32791788,6,120.0,1
JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,,47.60501562,-122.32356438,4,120.0,1
JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.60548567,-122.32240985,9,120.0,1
JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,Uptown Triangle,,47.61973701,-122.34696046,14,240.0,2
JOHN ST BETWEEN 6TH AVE N AND 7TH SB AVE N,Uptown Triangle,,47.619727765,-122.34441665,7,600.0,2
JOHN ST BETWEEN 7TH NB AVE N AND DEXTER AVE N,South Lake Union,South,47.619726285,-122.342997875,7,600.0,2
JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,South,47.6197113,-122.34046176499999,30,600.0,2
JOHN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,South,47.619705095,-122.33908951000001,8,600.0,2
JOHN ST BETWEEN BROAD ST AND 5TH AVE N,Uptown Triangle,,47.61980447,-122.34817375,5,600.0,1
JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,South Lake Union,South,47.619721035,-122.34167949,25,120.0,2
JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,South Lake Union,South,47.61966339,-122.33362238000001,16,120.0,2
JOHN ST BETWEEN MINOR AVE N AND PONTIUS E AVE N,South Lake Union,South,47.61966574,-122.332591525,18,120.0,2
JOHN ST BETWEEN PONTIUS E AVE N AND YALE AVE N,South Lake Union,South,47.619666885,-122.331066115,13,120.0,2
JOHN ST BETWEEN TAYLOR AVE N AND 6TH AVE N,Uptown Triangle,,47.619732375,-122.345679725,9,600.0,2
JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,Uptown,,47.619759775000006,-122.353483115,18,240.0,2
JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,South,47.619702919999995,-122.337826975,7,600.0,2
JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,South,47.61967868,-122.32983383,15,120.0,2
LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,Ballard,Core,47.667815195,-122.38347605999999,24,120.0,2
LENNY WILKENS WAY BETWEEN 1ST AVE N AND WARREN AVE N,Uptown,,47.62096903,-122.35478284,4,240.0,1
LENNY WILKENS WAY BETWEEN WARREN AVE N AND 2ND AVE N,Uptown,,47.620924645,-122.35347655000001,19,240.0,2
LENORA ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,South,47.61217011,-122.34348169500001,12,120.0,2
LENORA ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,South,47.61278643,-122.34256616,4,120.0,1
LENORA ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,South,47.61344824,-122.34170472,8,120.0,1
LENORA ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,South,47.614163895,-122.34090275,9,120.0,2
LENORA ST BETWEEN 5TH AVE AND 6TH AVE,Belltown,South,47.61482581,-122.340046675,16,120.0,2
LENORA ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,South,47.6154348,-122.33913495,3,120.0,1
LENORA ST BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,South,47.61602424,-122.33838309,5,120.0,1
LENORA ST BETWEEN 8TH AVE AND 9TH AVE,Denny Triangle,North,47.61675811,-122.33742376,1,240.0,1
LENORA ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,North,47.61755058,-122.33668489,4,240.0,1
LENORA ST BETWEEN TERRY AVE AND BOREN AVE,Denny Triangle,North,47.618147105,-122.33574783,15,240.0,2
LENORA ST BETWEEN TERRY AVE AND LENORA ST NB,Denny Triangle,North,47.618147105,-122.33574783,15,240.0,2
LENORA ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,South,47.61146223,-122.34427892,7,120.0,1
MADISON ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,Financial,47.60534625,-122.33452079,3,120.0,1
MADISON ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Financial,47.60580762,-122.33341762,6,120.0,1
MADISON ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Financial,47.60627351,-122.33230366,3,120.0,1
MADISON ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Financial,47.60673566,-122.33119149,5,120.0,1
MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,Commercial Core,Waterfront,47.60401219,-122.33770957,4,120.0,1
MADISON ST BETWEEN POST AVE AND 1ST AVE,Commercial Core,Waterfront,47.60449757,-122.33654836,5,120.0,1
MADISON ST BETWEEN WESTERN AVE AND POST AVE,Commercial Core,Waterfront,47.60439636,-122.33710978,2,120.0,1
MARION ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,Financial,47.60474615,-122.33392185,6,120.0,1
MARION ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Financial,47.6052007,-122.33283389,7,120.0,1
MARION ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Financial,47.60567221,-122.33170659,9,120.0,1
MARION ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Financial,47.60608445,-122.33056351,16,120.0,2
MARION ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,,47.60700844,-122.328354265,12,120.0,2
MARION ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,,47.60743217,-122.32723738,6,120.0,1
MARION ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,,47.607936095,-122.32613247,17,120.0,2
MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,Commercial Core,Waterfront,47.60339811,-122.33714332,3,120.0,1
MARION ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,,47.60839507,-122.32504284500001,10,120.0,2
MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,Chinatown/ID,,47.59874797,-122.32498811,5,120.0,1
MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,Chinatown/ID,,47.59790648,-122.32506044499999,8,120.0,2
MAYNARD AVE S BETWEEN S LANE ST AND S DEARBORN ST,Chinatown/ID,,47.59626866,-122.32515195,6,120.0,1
MAYNARD AVE S BETWEEN S MAIN ST AND S JACKSON ST,Chinatown/ID,,47.59961074,-122.325053765,12,120.0,2
MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,Chinatown/ID,,47.597073179999995,-122.32506782,14,120.0,2
MELROSE AVE BETWEEN PIKE ST AND PINE ST,Pike-Pine,,47.61466342,-122.327901715,10,120.0,2
MERCER NR ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,South,47.62467469,-122.34044917,7,600.0,1
MERCER NR ST BETWEEN TERRY AVE N AND BOREN AVE N,South Lake Union,South,47.62473843,-122.33650821,6,600.0,1
MERCER NR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,South,47.6247452,-122.33777132,6,600.0,1
MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,South Lake Union,South,47.62445789,-122.34041685,4,600.0,1
MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,South Lake Union,South,47.62446547,-122.33917374,4,120.0,1
MERCER SR ST BETWEEN TERRY AVE N AND BOREN AVE N,South Lake Union,South,47.62447169,-122.33659908,2,600.0,1
MERCER SR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,South Lake Union,South,47.62446799,-122.33783456,4,600.0,1
MERCER ST BETWEEN 1ST AVE N AND WARREN AVE N,Uptown,,47.62449467,-122.3547637,4,240.0,1
MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,Uptown,,47.62465764,-122.35019179,14,240.0,1
MERCER ST BETWEEN MERCER SR ST AND MINOR AVE N,South Lake Union,South,47.62422099,-122.33342324,2,600.0,1
MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,South Lake Union,South,47.624264825,-122.33238933,10,120.0,2
MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,South Lake Union,South,47.62427101,-122.33107733,15,120.0,2
MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,Uptown,,47.62450385,-122.35605718,7,120.0,1
MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,Uptown,,47.62448372,-122.35347203,9,240.0,1
MERCER ST BETWEEN YALE AVE N AND EASTLAKE AVE E,South Lake Union,South,47.62427976,-122.32981917000001,13,120.0,2
MINOR AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,North,47.61722005,-122.331200335,15,240.0,2
MINOR AVE BETWEEN JAMES ST AND CHERRY ST,First Hill,,47.60734463,-122.32168833,5,120.0,1
MINOR AVE BETWEEN MADISON ST AND SPRING ST,First Hill,,47.610181765,-122.32436848,8,120.0,2
MINOR AVE BETWEEN MARION ST AND MADISON ST,First Hill,,47.60945302499999,-122.323692705,9,120.0,2
MINOR AVE BETWEEN OLIVE WAY AND HOWELL ST,Denny Triangle,North,47.61645359,-122.33001488,8,240.0,1
MINOR AVE BETWEEN PIKE ST AND PINE ST,Pike-Pine,,47.61459874,-122.32832119,8,120.0,1
MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,First Hill,,47.61160444,-122.32566749,12,120.0,2
MINOR AVE BETWEEN SPRING ST AND SENECA ST,First Hill,,47.610876855,-122.32499841,15,120.0,2
MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,First Hill,,47.612439345,-122.326451085,15,120.0,2
MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,South,47.61909987,-122.33297648,20,600.0,2
MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62254136,-122.33299042499999,25,600.0,2
MINOR AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.620248735000004,-122.33298112,13,600.0,2
MINOR AVE N BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,South,47.62371014,-122.33300341500001,17,600.0,2
MINOR AVE N BETWEEN ROY ST AND VALLEY ST,South Lake Union,North,47.62553492,-122.33256573,21,600.0,2
MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.621397665,-122.33298779,42,600.0,2
MINOR AVE N BETWEEN VALLEY ST AND ALOHA ST,South Lake Union,North,47.6264104,-122.33247238,10,600.0,1
N 35TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,Fremont,,47.650662275,-122.350791675,20,120.0,2
N 36TH ST BETWEEN FREMONT PL N AND FREMONT AVE N,Fremont,,47.65135825,-122.35054548,10,120.0,1
NAGLE PL BETWEEN E HOWELL ST AND E DENNY WAY,Capitol Hill,South,47.6181567,-122.32012756,5,240.0,1
NE 40TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,University District,Core,47.65541883,-122.31390998,6,120.0,1
NE 40TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,University District,Core,47.65540467,-122.31272946,4,120.0,1
NE 41ST ST BETWEEN 11TH AVE NE AND 12TH AVE NE,University District,Edge,47.65686757,-122.31611848,14,240.0,2
NE 41ST ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,University District,Core,47.656857355,-122.31498949499999,14,120.0,2
NE 41ST ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,University District,Core,47.65684412,-122.31383819499999,10,120.0,2
NE 41ST ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,University District,Core,47.656830605,-122.312645575,10,120.0,2
NE 42ND ST BETWEEN 11TH AVE NE AND 12TH AVE NE,University District,Edge,47.658349235,-122.31608976,14,240.0,2
NE 42ND ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,University District,Core,47.658335574999995,-122.31494358500001,7,120.0,2
NE 42ND ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,University District,Core,47.658321224999995,-122.313741785,10,120.0,2
NE 42ND ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,University District,Core,47.6583078,-122.31260889,13,120.0,2
NE 47TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,University District,Edge,47.6631053,-122.31579955500001,7,240.0,2
NE 47TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,University District,Edge,47.66312116,-122.317912595,7,240.0,2
NE 47TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,University District,Core,47.663095735,-122.313671905,12,120.0,2
NE 47TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,University District,Edge,47.66317097,-122.31689232,4,240.0,1
NE 47TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,University District,Core,47.663100015,-122.312527465,8,120.0,2
NE 63RD ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,Roosevelt,,47.67409384,-122.31648828,10,240.0,1
NE 64TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,Roosevelt,,47.674982725,-122.31805138,15,240.0,2
NE 64TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,Roosevelt,,47.674979449999995,-122.316500365,7,240.0,2
NE 66TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,Roosevelt,,47.67654735,-122.31501549,6,240.0,1
NE 66TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,Roosevelt,,47.6765921,-122.31678499,9,240.0,1
NE 70TH ST BETWEEN NE RAVENNA WB BV AND OSWEGO PL NE,Green Lake,,47.67912716,-122.324194125,6,120.0,2
NE 71ST ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,Green Lake,,47.679812465,-122.325061415,9,120.0,2
NE 71ST ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,Green Lake,,47.679969175,-122.323695725,16,120.0,2
NE 72ND ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,Green Lake,,47.680403635,-122.325249645,13,120.0,2
NE 72ND ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,Green Lake,,47.68069362,-122.323756695,16,120.0,2
NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,University District,Core,47.652444335,-122.31622559,61,120.0,2
NE BOAT ST BETWEEN NE PACIFIC ST AND NE BOAT WR ST,University District,Core,47.65343369,-122.317530335,9,120.0,2
NE CAMPUS EB PY BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,University District,Core,47.65592374,-122.31268351,8,120.0,1
NE MAPLE LEAF PL BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,Green Lake,,47.68090582,-122.32559295,5,120.0,1
NE PACIFIC ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,University District,Core,47.6536477,-122.31388092,7,120.0,1
NE RAVENNA SR BV BETWEEN EAST GREEN LAKE WAY N AND WOODLAWN AVE NE,Green Lake,,47.67897032,-122.32559922,7,120.0,1
NE RAVENNA WB BV BETWEEN NE 71ST ST AND WOODLAWN AVE NE,Green Lake,,47.67939115,-122.32509186,4,120.0,1
NW 46TH ST BETWEEN 14TH AVE NW AND 15TH NB AVE NW,Ballard Blocks,,47.66220361,-122.374849525,25,120.0,2
NW 54TH SR ST BETWEEN 32ND AVE NW AND NW 54TH ST,Ballard Locks,,47.66736671,-122.39902362,12,240.0,1
NW 54TH SR ST BETWEEN NW 54TH ST AND 32ND AVE NW,Ballard Locks,,47.667470800000004,-122.39716414,72,240.0,2
NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,Ballard,Edge,47.669444905000006,-122.383428605,28,240.0,2
NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,Ballard,Edge,47.669451859999995,-122.38617205,23,240.0,2
NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,Ballard,Edge,47.670164595,-122.386152855,26,240.0,2
NW 58TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,Ballard,Edge,47.67087857,-122.38616303,23,240.0,1
NW BALLARD WAY BETWEEN 14TH AVE NW AND BALLARD BR OFF RP,Ballard Blocks,,47.662937385,-122.37485487000001,41,120.0,2
NW MARKET ST BETWEEN 15TH AVE NW AND 17TH AVE NW,Ballard,Edge,47.66858971,-122.37758407,9,240.0,1
NW MARKET ST BETWEEN 17TH AVE NW AND BARNES AVE NW,Ballard,Edge,47.668672095,-122.379600845,17,240.0,2
NW MARKET ST BETWEEN 20TH AVE NW AND RUSSELL AVE NW,Ballard,Core,47.668676305000005,-122.382636,4,120.0,2
NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,Ballard,Edge,47.668673375,-122.388907305,29,240.0,2
NW MARKET ST BETWEEN BALLARD AVE NW AND 24TH AVE NW,Ballard,Core,47.66859715,-122.38697004,6,120.0,1
NW MARKET ST BETWEEN BARNES AVE NW AND TALLMAN AVE NW,Ballard,Edge,47.66867411,-122.38094326000001,14,240.0,2
NW MARKET ST BETWEEN LEARY AVE NW AND BALLARD AVE NW,Ballard,Core,47.66876144,-122.38557075,4,120.0,1
NW MARKET ST BETWEEN RUSSELL AVE NW AND LEARY AVE NW,Ballard,Core,47.668677535,-122.38387403,14,120.0,2
NW VERNON PL BETWEEN BALLARD AVE NW AND SHILSHOLE AVE NW,Ballard,Edge,47.666138005,-122.383655645,13,240.0,2
NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,Ballard,Edge,47.66660627,-122.382816205,12,240.0,2
OCCIDENTAL AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,Pioneer Square,Edge,47.59388824,-122.33311897,7,30.0,1
OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,Pioneer Square,Edge,47.598725779999995,-122.33288003999999,11,120.0,2
OCCIDENTAL AVE S BETWEEN S KING W ST AND S CHARLES ST,Pioneer Square,Edge,47.596753265000004,-122.33325619,11,120.0,2
OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,Pioneer Square,Core,47.601292959999995,-122.33287523999999,11,120.0,2
OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,Retail,47.61189714,-122.33901686,4,120.0,1
OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Retail,47.61248557,-122.33802771,5,120.0,1
OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,Retail,47.61294182,-122.33693274,4,120.0,1
OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,Commercial Core,Retail,47.61341115,-122.33581204,4,120.0,1
OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,Commercial Core,Retail,47.61387948,-122.3346818,5,120.0,1
OLIVE WAY BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,North,47.6148061,-122.33244613,6,120.0,1
PIKE ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,Retail,47.61044866,-122.33614543,4,120.0,2
PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,Pike-Pine,,47.6137818,-122.32836673,4,120.0,1
PIKE ST BETWEEN TERRY AVE AND BOREN AVE,Pike-Pine,,47.61316149,-122.32941032,6,120.0,1
PINE ST BETWEEN MINOR AVE AND MELROSE AVE,Pike-Pine,,47.615066240000004,-122.32829152,6,120.0,2
PINE ST BETWEEN PIKE PL AND POST AL,Commercial Core,Waterfront,47.6094665,-122.34155327,2,120.0,1
PINE ST BETWEEN POST AL AND 1ST AVE,Commercial Core,Waterfront,47.60961649,-122.34119542,2,120.0,1
PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62251895,-122.33181611,15,600.0,1
PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,South Lake Union,South,47.620240595,-122.33169006,16,600.0,2
PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,South Lake Union,South,47.62451506,-122.3316418,3,120.0,1
PONTIUS AVE N BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,South,47.623690339999996,-122.331721925,18,600.0,2
PONTIUS AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.62139227,-122.33182921,12,600.0,1
POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,Pioneer Square,Edge,47.602431679999995,-122.334990755,15,120.0,2
PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,Pioneer Square,Edge,47.60133244,-122.32957293,5,120.0,1
QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,Uptown,,47.61918294,-122.35665021,10,240.0,1
QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,Uptown,,47.62267511,-122.35680987,13,240.0,1
QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,Uptown,,47.620355085,-122.35674264,24,240.0,2
