blockfacename,paidparkingarea,paidparkingsubarea,lat,lon,spaces,time_limit,n_meters
W THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,Uptown,,47.62097928,-122.3573892,6,240.0,1
WALL ST BETWEEN 1ST AVE AND 2ND AVE,Belltown,North,47.61503819,-122.34830399,17,240.0,2
WALL ST BETWEEN 2ND AVE AND 3RD AVE,Belltown,North,47.615684735,-122.34746913000001,12,240.0,2
WALL ST BETWEEN 3RD AVE AND 4TH AVE,Belltown,North,47.61641418,-122.34667276,9,240.0,1
WALL ST BETWEEN 4TH AVE AND 5TH AVE,Belltown,North,47.6170263,-122.3457372,12,240.0,2
WALL ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,Belltown,North,47.61313015,-122.35088659,5,240.0,1
WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Belltown,North,47.613715545,-122.35001453,10,240.0,2
WALL ST BETWEEN WESTERN AVE AND 1ST AVE,Belltown,North,47.6143594,-122.349181425,13,240.0,2
WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,Uptown,,47.61918743,-122.35422373,12,240.0,1
WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,Uptown,,47.62033638,-122.354133235,25,240.0,2
WARREN AVE N BETWEEN MERCER ST AND ROY ST,Uptown,,47.624995049999995,-122.35409505999999,3,240.0,2
WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,Uptown,,47.623888975,-122.35411010499999,19,240.0,2
WARREN PL BETWEEN 1ST AVE AND DENNY WAY,Belltown,North,47.618289695,-122.35415001999999,10,240.0,2
WESTERN AVE BETWEEN BATTERY ST AND WALL ST,Belltown,North,47.613748,-122.34914257,13,240.0,2
WESTERN AVE BETWEEN BAY ST AND QUEEN ANNE AVE,Belltown,North,47.61810239,-122.35633431,4,240.0,1
WESTERN AVE BETWEEN BELL ST AND BATTERY ST,Belltown,North,47.61303517,-122.34807888,6,240.0,1
WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST,Belltown,South,47.61232947,-122.34673134,12,120.0,2
WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,Belltown,North,47.616645645000006,-122.354046445,18,240.0,2
WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,Belltown,North,47.615407415,-122.35193269499999,13,240.0,2
WESTERN AVE BETWEEN CLAY ST AND BROAD ST,Belltown,North,47.615959419999996,-122.35286766499999,10,240.0,2
WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,Commercial Core,Waterfront,47.603163135,-122.33636504,14,120.0,2
WESTERN AVE BETWEEN EAGLE ST AND BAY ST,Belltown,North,47.617398484999995,-122.355328775,24,240.0,2
WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,Belltown,South,47.611633025,-122.34555652,21,120.0,2
WESTERN AVE BETWEEN MADISON ST AND SPRING ST,Commercial Core,Waterfront,47.60460413,-122.33768351,11,120.0,2
WESTERN AVE BETWEEN MARION ST AND MADISON ST,Commercial Core,Waterfront,47.603890615,-122.337040265,4,120.0,2
WESTERN AVE BETWEEN PIKE ST AND PINE ST,Commercial Core,Waterfront,47.608823105,-122.34155368,7,120.0,2
WESTERN AVE BETWEEN PINE ST AND VIRGINIA ST,Belltown,South,47.60974531,-122.34291935,11,120.0,1
WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,Commercial Core,Waterfront,47.606018455,-122.339003705,11,120.0,2
WESTERN AVE BETWEEN SPRING ST AND SENECA ST,Commercial Core,Waterfront,47.60531014,-122.33833652999999,15,120.0,2
WESTERN AVE BETWEEN UNION ST AND PIKE ST,Commercial Core,Waterfront,47.60786351,-122.340658505,12,120.0,2
WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,Commercial Core,Waterfront,47.60683479,-122.33982722,10,120.0,1
WESTERN AVE BETWEEN VINE ST AND CEDAR ST,Belltown,North,47.61485207,-122.35099350499999,17,240.0,2
WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,Belltown,South,47.610772479999994,-122.34410222,13,120.0,2
WESTERN AVE BETWEEN WALL ST AND VINE ST,Belltown,North,47.61430934,-122.35007612,15,240.0,2
WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,Pioneer Square,Edge,47.602328215,-122.33562517,16,120.0,2
WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,Denny Triangle,South,47.614407685,-122.33765763,14,120.0,2
WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,South,47.615854885000005,-122.33796139,15,120.0,2
WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,Denny Triangle,North,47.61713502,-122.33818552,16,240.0,2
WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,South Lake Union,South,47.61911756,-122.3385976,5,120.0,1
WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.622629325,-122.338457045,8,120.0,2
WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.620278115,-122.33846238000001,20,120.0,2
WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.62145672,-122.33857409,5,120.0,1
WESTLAKE AVE N BETWEEN VALLEY ST AND 9TH AVE N,South Lake Union,North,47.62621889,-122.3391098,14,600.0,1
WESTLAKE EAST RDWY AVE N BETWEEN ALOHA ST AND WESTLAKE SHORE RDWY AVE N,Westlake Ave N,South,47.628047655,-122.34002527,54,240.0,2
WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,Westlake Ave N,North,47.6349529,-122.34020405,37,120.0,2
WESTLAKE EAST RDWY AVE N BETWEEN COMSTOCK ST AND GALER ST,Westlake Ave N,South,47.63169434,-122.340754785,90,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN CROCKETT ST AND MCGRAW ST,Westlake Ave N,North,47.638845520000004,-122.341008575,99,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,Westlake Ave N,North,47.63298653,-122.34048057,52,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,Westlake Ave N,South,47.630320725000004,-122.34076046999999,47,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,Westlake Ave N,North,47.63583458,-122.34022328,93,120.0,2
WESTLAKE EAST RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE SHORE RDWY 3 AVE N,Westlake Ave N,North,47.636758795000006,-122.34021802000001,35,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 1 AVE N AND WESTLAKE SHORE RDWY 2 AVE N,Westlake Ave N,North,47.63375492,-122.34025278499999,38,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,Westlake Ave N,North,47.63431689,-122.34018759,35,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST,Westlake Ave N,North,47.637586935,-122.340352095,49,4320.0,2
WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,Westlake Ave N,South,47.62913511,-122.34069982,72,240.0,2
WOODLAWN AVE NE BETWEEN 2ND S AVE NE AND 4TH S AVE NE,Green Lake,,47.6777611,-122.32672656,2,120.0,1
WOODLAWN AVE NE BETWEEN 5TH AVE NE AND NE RAVENNA EB BV,Green Lake,,47.6785868,-122.32522233,2,120.0,1
WOODLAWN AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,Green Lake,,47.68015976,-122.32468599,6,120.0,1
WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,Green Lake,,47.680846470000006,-122.324917735,13,120.0,2
WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,Green Lake,,47.679437155,-122.324633315,11,120.0,2
YALE AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,North,47.61788541,-122.33034592,14,240.0,2
YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,South Lake Union,South,47.62254634,-122.3303386,10,120.0,1
YALE AVE N BETWEEN JOHN ST AND THOMAS ST,South Lake Union,South,47.620248485000005,-122.33040624,19,120.0,2
YALE AVE N BETWEEN MERCER ST AND DEAD END 1,South Lake Union,South,47.62465974,-122.3304927,8,120.0,1
YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,South Lake Union,South,47.623697254999996,-122.33043749,26,600.0,2
YALE AVE N BETWEEN STEWART ST AND JOHN ST,South Lake Union,South,47.619232165,-122.330415175,11,120.0,2
YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,South Lake Union,South,47.62139895,-122.33033703,9,120.0,1
YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,South Lake Union,North,47.62641488,-122.33093328,7,120.0,1
YESLER WAY BETWEEN 8TH AVE AND BROADWAY,First Hill,,47.60164437,-122.32160244,3,120.0,1
YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,Pioneer Square,Core,47.60165556,-122.33344092,6,120.0,1
YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,Pioneer Square,Core,47.60165661,-122.33240274,3,120.0,1
YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,Commercial Core,Financial,47.601713575,-122.327667805,40,120.0,2
YESLER WAY BETWEEN WESTERN AVE AND POST AVE,Pioneer Square,Edge,47.60167339,-122.33524263,2,120.0,1
